Uniq_id,Username,Score,Review
76372d2870e633cbda92bde1e85420e0,nonx4214,0,"The Arizona Original Straight Uniform Khakis are a quality product that meets the appearance expectations of a teenager and the uniform requirements of a Catholic school. The product washes and wears well. The khakis are more than a uniform pant. One pair of pants offers multiple uses. During one vacation, the same pants served diverse purposes. The khakis served as weekend pants with a hoodie and UGG slippers; cruise wear formal night pants with a jacket, shirt and tie; teen night out pant with a button up and matching tennis shoes; dress pants with a shirt for church and a family dinner outing pant with a polo shirt. Two weeks away from home and one pair of pants. They are ideal for a teenager who doesnt remember to pack everything and a helicopter mom who is trying to give him his independence to pack for himself. I STRONGLY recommend these pants. These pants are our go to pant. We purchased two pair at the beginning of the school year and then two more pair with the buy one get one 1/2 off sale 3 months later. The only reason we buy them so often is our son keeps growing."
76372d2870e633cbda92bde1e85420e0,lrrr1442,1,super hard to find 30 waist and 36 inseam!fit great and price was over half the price then everywhere else.
76372d2870e633cbda92bde1e85420e0,itve1434,1,"I purchased these pants for my son, who is 6 tall and about 110 pounds. My son wears a 29x34 and these pants fit him perfectly without needing a belt. We will buy these again!"
76372d2870e633cbda92bde1e85420e0,ifqm1323,1,"These pants were ordered for my son, and ended up being to bulky of a leg for him, as he is tall and thin. We returned these to the store, and purchased some slender fit jeans instead."
76372d2870e633cbda92bde1e85420e0,cpnx1324,1,Good fit. Comfortable. Looks good after hours of wear. Very pleased with the pants and on-line purchase experience.
76372d2870e633cbda92bde1e85420e0,oqpu3243,1,My son was very happy with these pants. They fit great and are stylish.
63ecfe379b31871a5e529e4ff1e852f3,hjnv3144,0,I love these jeans. I bought three pairs last fall in the store and wanted to get more now for next year just in case. I did keep the bootcut style but returned the straight leg style. They were tight in thighs even though they looked flared at the bottom in the picture. I definitely recommend the bootcut and hope they are available for a long time!
63ecfe379b31871a5e529e4ff1e852f3,yxsz1131,2,I now have five pair of Love Indigo jeans plus two pair of capris. They fit great and comparatively speaking you cant beat the price.
63ecfe379b31871a5e529e4ff1e852f3,pvkr4422,0,"Very comfortable ,great fitting and good quality jean but disappointed it wasnt straight legged. The length was long till I washed them they fit perfect.I would buy them again especially if I could get straight legged."
63ecfe379b31871a5e529e4ff1e852f3,venc2444,2,"These jeans were beyond my expectations. I usually have a very difficult time finding jeans to fit right. These were ordered on-line. The fit is perfect and soft denim, very attractive and even the length was perfect. Im 5 8 1/2 and ordered the regular. Love, love them. Going back for more."
63ecfe379b31871a5e529e4ff1e852f3,rycf2431,0,"Heads up,these are boot cut jeans, so I was a little disappointed when they arrived. However, I do like the fit and can wear with boots. The sizing chart put me in a much larger size, but went with my instincts and got them in my normal size 8. Very cute jeans."
63ecfe379b31871a5e529e4ff1e852f3,zany1241,0,These jeans are very comfortable and look very stylish. Would definitely recommend!!!
63ecfe379b31871a5e529e4ff1e852f3,oawr1344,0,I ordered these jeans thinking i was getting straight leg jeans and they were boot cut. I returned them. If you dont like boot cut do not order. description is totally wrong. i love Indigo lace jeans but not boot cut.
63ecfe379b31871a5e529e4ff1e852f3,tlqq1432,0,"These jeans are made very well in the stitching and fabric. The problem is the sizing. I carefully measured, according to the size chart, and I should have easily placed into a size 6...well, not so, I was swimming in the hip area, the waist slightly big too...grrrr!..You know how frustrating it is to take the time to look up and measure, find your size, order blah blah and then the sizing is off....now my style only went to a 6, this pair does go to a 4. Yeah! But dont you see this inseam is for talls? I am average in length....so either make all the jeans go to 4s or all jeans in average lengths as well...BTW, only 1 style in straight leg? More would be appreciated.."
5be86f7b70d5a4b3ff204651f30577da,uxrd2143,0,"I purchased this for my Twin XL bed at college, it is very durable and was easy to use. Also, it appears that it will wash and wear well."
5be86f7b70d5a4b3ff204651f30577da,jees4333,3,so many options to choose from and this one offered all that we needed at a reasonable price for good quality.
5be86f7b70d5a4b3ff204651f30577da,nfyg3111,2,"First, the sales consultant in the bedding department was MORE than helpful.Product is excellent for our purposes - we have 8 bunks to cover and the price made it possible."
5be86f7b70d5a4b3ff204651f30577da,fsbo2144,0,Nice cover that totally surrounds the mattress and zips closed.
5be86f7b70d5a4b3ff204651f30577da,owjz4232,1,Bought this for a new bed to avoid any mites or bed bugs. Fits very well and is durable.
89bf5863541a0f11778c5d4d3f9dc123,eksj2122,1,"This is so easy to access, would be terrific for folks with limited hand movement or strength. It is now filled with cookies, keeps them like they just came out of the oven."
89bf5863541a0f11778c5d4d3f9dc123,vzcz3441,0,"I purchased two different sizes of the Good Grips jars. I am using them in my bathroom for brushes, and barrettes. The pop lids make very easy access when you have one hand free. And the clear jar allows you to get which one you want.My only dislike is they are a bit spendy but I got them on sale so it was great."
89bf5863541a0f11778c5d4d3f9dc123,brqn2334,1,"I received a set of these containers for Christmas and liked them very much. I purchased the cookie container because it was on sale online. These products are expensive and I would buy them unless i could get them on sale.So far, anything put into these containers has stayed fresh.They look good, too."
89bf5863541a0f11778c5d4d3f9dc123,adfy3241,1,"I enjoy having this snack jar. At first i thought it was too much. But after receving it as quickly as i did, i love it. I have used it for two different types of snack already. My 3 year granddaughter loves it because it doesnt spill over like the other snack jar did."
89bf5863541a0f11778c5d4d3f9dc123,rrpw4244,3,"What a great product! I use it as a cookie jar, and its perfect."
89bf5863541a0f11778c5d4d3f9dc123,fokc4444,1,Wonderful product!! Ordered two and in the process of ordering two more!!
2799001ed15f2abc2d45027a46c89b15,cwsq1342,2,This is my daughters second belt. She wore her other one for about two years almost daily and loved it so very much we had to get another! It lasts very long and well worth the cost. Great for teens and pre-teens.
2799001ed15f2abc2d45027a46c89b15,gjsc1223,0,It is a nice belt but sheds a little glitter on your hand when you put it on. I have a pair of capris with gliiter design so the belt goes perfect with it. I guess you could order it and shake most of the gliiter off before you wear it.
2799001ed15f2abc2d45027a46c89b15,tqwi1111,0,"Love these belts. Bought one in each color. They are true to size, well made and just adorable!"
2799001ed15f2abc2d45027a46c89b15,xcni2331,0,This belt is really sharp and fits true to size. Love the sparkly look.
2799001ed15f2abc2d45027a46c89b15,qzik2241,0,"My Students love this belt...They say its Hip,love the Zip"
66fba1d299a5b4e5f4717d97e857f2bc,jndv3233,3,These jeans are very comfortable and look great. Price was a bonus!!
66fba1d299a5b4e5f4717d97e857f2bc,cvch2314,0,"I wanted to like these jeans but did not fit me. I ordered 2 petite, am 5 about 100 lbs, the waist was enormous and the thighs were quite tight ( I dont really think I have big thighs), Anyway, hope that is helpful for sizing information."
66fba1d299a5b4e5f4717d97e857f2bc,aiyl1331,1,"I will start off by saying that I am pretty picky about the fit of my jeans and have yet to find the perfect pair. These jeans are close. I am thrilled that the long is long enough at about an inch longer than the long in other jean brands. The width of the boot-cut is not too wide, another plus. The material is not as thin as many other brands and seems to be of good quality. The cut of these jeans is supposed to be low, but the waist of these jeans almost reaches my belly button. (Not low, in my opinion.) The only other thing you should be aware of when purchasing these jeans is that they fit a bit large. If you are on the cusp of a size, I recommend going smaller."
66fba1d299a5b4e5f4717d97e857f2bc,lbeu2442,1,The only thing I dislike about this jeans is I wish I could have gotten a size 0.
66fba1d299a5b4e5f4717d97e857f2bc,cwsq1342,0,Wasnt the correct size but good quality. Im not sure if I messed up or the pics were incorrect on internet but didnt know one pair would have flap pockets on back.
66fba1d299a5b4e5f4717d97e857f2bc,ixha1241,0,"I love the way these jeans fit, feel and look! Theyre stylish and so comfortable! I own several pair in different shades and know I look great every time I wear them. They are true to size and long enough that I can wear heels with them. I also really like how well theyre made - designer jeans at an affordable price!"
66fba1d299a5b4e5f4717d97e857f2bc,vgzr4321,0,"I ordered these jeans online because the store closest to me did not have my size. Upon delivery, I unboxed them and tried them on immediately to make sure they fit. They are a little long for the average length ( Im 5 7) but seemed to fit ok. As I do with all new clothes before wearing them, I tossed them in for a wash with a couple other pairs of jeans. When I got them out of the dryer, I noticed a small hole in what I thought was the back of the jeans. It was small and I could patch it easily so I wasnt too worried about it. Till I put them on to go to work the next day. The small hole is right in the knee. And there is another hole/rip in the change pocket area. And other hole in the front hip/pelvis area (about the area where my shirt hem reaches my jeans). I have only washed and worn these jeans once. Im really irritated that they seem to be falling apart after just 1 wash. They do have some stretch to them so by the end of the day, they were looser on me than when I 1st put them on. I wish I could return them, but since Ive washed and worn them already, I know I cant. :-("
66fba1d299a5b4e5f4717d97e857f2bc,zmry3344,1,I really like the a.n.a. brand at JcPenney. They are so stylish and yet wont empty my wallet on one pair of jeans. I also love that they come in a petite size. Ordering online is so easy with JcP.com. You just cant go wrong!
1cb0a2c65f0cdcc279c6092c69562211,rnec1332,1,"As a 510 woman its hard to find maxi dresses that are long enough, but this one is perfect! Its almost too long with flats. Very nice quality, a staple in my closet, with a cardigan its perfect for casual Fridays at work!"
1cb0a2c65f0cdcc279c6092c69562211,sldq3434,5,"Cute dress but I had to return it, it runs extremely small. I usually wear a medium or large. I bought it in large and I am not sure an XL would fit"
1cb0a2c65f0cdcc279c6092c69562211,jotz3342,1,Bought this dress but had to return it since it was smaller than all the other maxis I have purchased in the same size. Will reorder a larger size. Like the fabric design. I am 6 tall and the length was good.
8e2e86c8ee9c50f55a2990bf9ad99342,ginu2134,0,"I have large legs, so I cant properly fit in 511s. These jeans fit me just the way that I want."
8e2e86c8ee9c50f55a2990bf9ad99342,ohkh1211,1,"I bought these for my 14yr old son, and they fit great! I love the style, and these are made of really great quality material. They were not tight at all, and not baggy either. My son tried to get away with wearing these everyday for a week, until I took them away to wash them. Well, they are Levis, what more can I say!"
8e2e86c8ee9c50f55a2990bf9ad99342,oldy1311,1,Jeans fit great feel great and look great. These jeans fit the same as my other 513.
8e2e86c8ee9c50f55a2990bf9ad99342,tqjl2432,2,Bought these for my 16 year old son. He likes them. The waist and pant leg width seem a little large for the size (my son is very slim.) But they may shrink up a little with a few washes. Great pair of jeans.
8e2e86c8ee9c50f55a2990bf9ad99342,gwyz3133,3,"Returned due to stretch fabric. Ran a little large, maybe due to the stretchiness. Couldnt get regular fabric."
8e2e86c8ee9c50f55a2990bf9ad99342,jkqg3221,1,My grandson loves his Levis 513 Slim Straight Jeans!
8e2e86c8ee9c50f55a2990bf9ad99342,pdwq4223,2,"Bought a couple pair of the jeans and was greatly impressed by the fit, style and feel. They wear and look good for work or everyday wear. Will be purchasing more of these jeans in the immediate future."
8e2e86c8ee9c50f55a2990bf9ad99342,yvdt1443,0,"I bought these as a gift for my son because they are his favorite style. They wear well, fit perfect and come in a variety of colors. He has a very slim build and they really look good on him. He can wear them to work on dress down days with a shirt and tie and still look professional."
b3acea6ce63095feab97cbb532db296d,mbkm3334,0,"I thought because these sleep pants were the Jockey brand that they would be better than an unknown brand, but I was wrong. These pants are disappointing for me. They are not as soft as I had hoped, and they wrinkle easier than some of my sleep pants of a different brand. I will not be ordering any more of these."
b3acea6ce63095feab97cbb532db296d,njwk2311,4,"Comfy pants, not too thick. I seem to get caught in my blankets more than usual.. Jockey always seems to be well made."
47e050ab445a1ccf7700becc6b12e3e0,uqwc4314,1,"I started looking for a new drawer organizer when I bought a new set of flatware which turned out to have extra long knives. The knives were too long for my existing flatware organizer. So, I bought a snazzy bamboo one but it turned out to be too big for the drawer despite having a sliding piece that was supposed to make it more versatile. Nope. Shouldve measured because it didnt fit. Then I found this one. Its sturdy, adjustable, and an entire service for 16 fits in it including 23 teaspoons! Because of the way its designed with the flatware alternating directions, it holds a ton of flatware in very little space. Also the little holders that hold the flatware in place that way also keep it from sliding around when you close the drawer. This things awesome!"
47e050ab445a1ccf7700becc6b12e3e0,kppe1321,1,"Who knew a good utensil drawer organizer would be difficult to find? After my bamboo organizer broke while moving, I had been in search for a replacement. Im happy that I took the risk and purchased this item online. This is sturdy, well made, and the expandable column is extremely functional. I can neatly organize my utensils with this uniquely designed organizer. Highly recommend."
47e050ab445a1ccf7700becc6b12e3e0,abae3224,1,prefect fit in my drawers .......... beautiful color......
47e050ab445a1ccf7700becc6b12e3e0,umde3444,0,"My kitchen dwawers are rather narrow, and this is one of the few tablewear dividers that would fit. The fact that it is expandable is great, so I can move it to my one and only wider drawer if I want to. I can fit a lot more in with the little spacers. Its convenient that they are moveable. I would highly recommend this product."
47e050ab445a1ccf7700becc6b12e3e0,ugks4342,0,Very durable product with dividers to keep silverware from sliding everywhere.
8b362e87e752cec533c47962d73511ed,zycz2211,3,"I always wear a size 9 so that is what I ordered. When I tried them on they were to short and the side, width, stuck out. I returned them and ordered a size 9 1/2. The side still stuck out. Be sure you try them on in the store."
8b362e87e752cec533c47962d73511ed,tfef4411,2,"These are wonderful shoes I can wear them, comfortably all day at work . I have a black and a brown pair. Love them both.I bought them in a size 10 they were too big so I took them back to the store with no problem."
e1b5dd260b688a6d7261431a474c7c63,gill2332,1,Is this in a little boy size or adult size? I need more details on this product
d77cab413e354c4d5ab660852373cced,iyga4243,1,"Ive never doubted this cleansing brush, not only has it uniformed my complexion dramatically, it has built my confidence to unimaginable levels.This brush might be initially expensive but worth every penny.. I havent had to use my abrasive chemical based cleansers since purchasing this product due to its effectiveness..I have tried several dupes but have been sadly disappointed..."
d77cab413e354c4d5ab660852373cced,kplm2214,1,"I have been struggling with severe acne since my preteens. Ive tried all the face wash soaps, topical creams and medications in the world to try and clear up my face, but none have worked. After hearing endless praise about Clarisonic products, I decided to give them a try. All I have to say is that Im so upset I didnt take before and after photos because the photos speak for themselves. But what I can tell you is that the difference in my skin is unreal. Every single one of my friends and family members can see the results and always fell compelled to tell me how clear and smooth my skin looks. I feel so comfortable in my own skin now and I owe it all to Clarisonic! Also the Mia3 is very travel-friendly, fits comfortable in my hand and looks sleek on my vanity. P.s. Some Commissaries carry Clarisonic products in store and you can save yourself up to $60!! Even better you still get to register your device for the 3-year warranty! What a steal?!"
d77cab413e354c4d5ab660852373cced,iazy4342,0,I love my Mia3! I use it every day and have had amazing results. My skin is cleaner and clearer than EVER! It stays charged for such a long time. I charge it maybe once a week and use it 1-2 times a day. I know its expensive but it was worth every penny!
d77cab413e354c4d5ab660852373cced,bxpl4324,2,"I love my Clarisonic so much. I had the Mia 2 before this but the charger eventually stopped working so I upgraded. While I loved the Mia 2, the third cleansing option on this one makes it the best for me. I have visible pores and acne scars, so I need a super deep clean. Its especially effective if youre wearing a ton of makeup. I dont think I could live without the third cleansing option. I also love that it comes with the stand, it makes me feel a lot better about having it on my bathroom counter I.e it wont slip, etc. its larger than the Mia 2 and feels very lightweight. In terms of how my skins reacted- its gotten so much better. I have cystic acne and while Im still working on finding that exact right cleanser, my skin has changed for the better since buying this device."
d77cab413e354c4d5ab660852373cced,ykma1442,1,The Clarisonic is the single greatest thing to ever happen to my skin.
d77cab413e354c4d5ab660852373cced,qzap2221,0,"I have adult acne and sensitive skin; salicylic acid and benzoyl peroxide make me break out; and Im allergic to aluminum (which is in more acne products than you might expect). Ive struggled to get my skin clear. A week of using the Clarisonic every other day and the blackheads left on my cheeks from teenage acne are virtually gone, my acne is clearing up, the (albeit mild) reddish acne scars on my jaw are lighter... Hands down the best thing Ive ever done for my face. I wish I hadnt waited this long to get one."
d77cab413e354c4d5ab660852373cced,amse2223,2,"For sensitive skin: I use the gentlest setting, the shortest setting (1 minute), and a very mild foaming cleanser. I also have been using either the Peter Thomas Roth green hydrating/detox mask or the Fresk Rose Face Mask after the Clarisonic while my skin adjusts, and its helped a lot. Ive used the Clarisonic for a week and my skin is already getting used to it, but it can be a little harsh while you adjust. Totally worth it though, just start slow and take it easy."
d77cab413e354c4d5ab660852373cced,gfzi3224,3,"And I LOVE IT!!!!! I cant imagine ever being without it! Loved it so much I bought my sister one and a Pro/Body one for my mom who thought it was a frivolous waste. Now, she LOVES hers. Thank you clarisonic!!"
d77cab413e354c4d5ab660852373cced,jepi1111,0,"I was skeptical about purchasing this because of the price. After reading many reviews I decided to give it a shot. I purchased it on August 27th and at first I was like hmm, this isnt doing anything for my skin. In the past few weeks Ive been using it more frequent. Once or twice a day and I have noticed the improvement. I am 28 and been dealing with acne for the longest time. This brush helps prevent acne from forming. My skin is much better and smoother. I love the way it makes your face feels after using. I recommend this product to everyone whos having difficulties with their acne. You wont notice a difference at first, but give it a month and you will start to notice it. I use the wash that came with it and I just love it. I cant express how much this has made my face looks so much better. People are giving me compliment about how vibrant my face has been looking lately. I know its a lot of money, but if you are fighting acne this will help it a lot."
d77cab413e354c4d5ab660852373cced,dspr2311,5,So happy I bought this I was never going to purchase this cause of the price but found a limited edition that went on sale at Sephora only $80 I was so happy when I found it..I have used it only 3 times but my skin is very soft also came with 3 clarisonic products for dark spots and my skin is so much brighter and I already feel like the spots are fading.. This really does deep clean and makes your other skin care products more effective
ec5d13e1ee933ae031c23d0fe87c7672,bpgr4424,0,"This is the second pair of boots I have ordered for my husband. He is a truck driver who is in and out of trucks and trailers all day long, The boots are heavy duty and protect from accidents. He loves that they are durable and comfortable. They do not slip on wet surfaces. They hold up very well. Definetly would reccomend!"
ec5d13e1ee933ae031c23d0fe87c7672,porx4323,1,Were not comfortable and took almost two weeks to get. Didnt realize California was so far away! I returned them within two days of receiving them.
ec5d13e1ee933ae031c23d0fe87c7672,fawh1444,1,"My job requires boots and shoes that are ASTM F2413-11 i/75 c/75 certified with EH coverage. After looking around online I caught these on sale at a sporting goods store not far from my home. Been wearing them the last few days to get them seasoned for work. I work 10 hours a day on my job, on my feet. The boots were issued have no foot support. They allow us to purchase our own as long as they come up to code. The Magnum Ultra Lite were spot on from day 1! The insole gives great support to my tired feet. I suffer from plantar fasciitis and I currently have no pain in my feet when I walk in them. Do you sell these insoles separately? They may make my other boots comfortable to wear. If not, I will just have to keep buying these great boots!"
ec5d13e1ee933ae031c23d0fe87c7672,ukko1234,0,Which other of these composite toe boots have the same specs as the Ultra Lite? I may have to buy more of the Magnum family.!
ec5d13e1ee933ae031c23d0fe87c7672,bkmm1441,1,I purchased these boots 6 months ago and I am very happy with how they have held up and the comfort they provide. It is time for some new insoles but other than that they are hardly wore and I am on my feet 12+ hours a day.
ec5d13e1ee933ae031c23d0fe87c7672,kmzq2243,1,"Im hard on work boots,6 months theyre done and in the trash....until now.Mine are a little worn on the inside,but otherwise still going good.While Ive since retired,my magnums havent quit.They are also good hunting boots,very comfortable with the correct socks.Love the nylon lacing components,better than brass."
ec5d13e1ee933ae031c23d0fe87c7672,smtx2142,1,I am a upser and these boots are light weight and warm for 10/12 hour days. Took a little longer to break in but still great boot. What I especially like is there light weight and dont make my feet ache at the end of the day.
ec5d13e1ee933ae031c23d0fe87c7672,uihi3414,1,"I bought these and wore them for the first time to work today. My job requires me to bend down, standing and climbing ladders. These boots worked great. Lighter than other composite toed boots I have worn and very comfortable. Great padding on the inside. I strongly recommend them."
ec5d13e1ee933ae031c23d0fe87c7672,iyuf4423,1,My boyfriend has had these work boots for less than a month and they now have holes in the top of the boot above the composite toe. If you are up and down (mechanic style work) daily then these boots dont stand up to meet the requirements.
7db272af51fdb771e6b4bf305a41f149,ozlf2144,5,"Only one temperature control, not so good because the drinking water and soup in non freezer got frozen."
7db272af51fdb771e6b4bf305a41f149,cnek3233,4,great fridge for the money it has been very reliable
7db272af51fdb771e6b4bf305a41f149,plfr4411,0,Bought this to replace an old unit in a park model RV. The temperature towards the back wall of the unit is much colder than the rest of the appliance and the temperature control marker for normal setting gives a freezing result. Just takes some experimenting.
7db272af51fdb771e6b4bf305a41f149,jiri2132,3,I just love this refrigerator. It is small and perfect for my garage!!!
7db272af51fdb771e6b4bf305a41f149,ajry4111,1,Ive had it for about 4 months and Im satisfied for now.
7db272af51fdb771e6b4bf305a41f149,jcgb1423,2,"I am so happy with my GE* FRIDGE it is the perfect size for my small apartment , and its quiet, very neat and efficient inside. Keeps my food well and the freezer is self defrosting. I love it, Love it, love it."
7db272af51fdb771e6b4bf305a41f149,vutl2421,2,The top shelf is shorter than my last fridge. soda & juice bottles dont fit standing up.
7db272af51fdb771e6b4bf305a41f149,dkrb2312,0,We are EXTREMELY pleased with this Refrigerator. It has completely exceded our expectations. Thanks GE for a quality product!
0b82f16952f44b04a70d2ac02dac1ce8,nttr2111,1,"Ive recently bought four pairs of Arizona loose straight jeans for my husband and two pairs for my son. Both men have muscular legs. My husband has a medical condition that causes his legs to swell as the day goes on. Ive recently returned many pairs of famous named jeans because of being too tight in legs and seat, even so called relaxed fit. The darker shades are appropriate attire for business or a night out for both of them. Arizona jeans come out of the wash looking like new! I highly recommend them!"
0b82f16952f44b04a70d2ac02dac1ce8,knlv1431,1,The back strips left and right of the center strip have lower side stitched to a plain fabric portion of the jean and tear off easily when pulling jeans up by the belt when wearing them. The two most front strips have same problem. You should stitch upper and lower ends of ALL strips to a reinforced portion of the fabric even is few strips need to be a bit longer. Take a close look and youll see my point that not all stitches are reinforced. Hope you solve this issue as this are my favorite jeans. Thank you.
0b82f16952f44b04a70d2ac02dac1ce8,itvb2441,3,"Looks great, holds up great and is a looser fit in legs which my son likes better than the tight pants"
0b82f16952f44b04a70d2ac02dac1ce8,qhxz4141,1,"This is my first pair of Arizona jeans and I really like them. My wife bought them for me and I didnt think I would enjoy them, but they have changed my mind. Many styles and colors also help with the choice. I am hooked."
0b82f16952f44b04a70d2ac02dac1ce8,gbir2423,5,Great product at a great price!! I was able to find the sizes I needed right away on the site and found it very easy to make the purchase!
0b82f16952f44b04a70d2ac02dac1ce8,fokc4444,1,Jeans fit well and look good. Measurements are as advertised
0b82f16952f44b04a70d2ac02dac1ce8,gfjv3124,2,Great price and great fit. Have used this brand for a long time.
0b82f16952f44b04a70d2ac02dac1ce8,sbsv4124,0,The jeans were purchased for a grandchild. He was able to wear them . The fit was great. Would recommend them to anyone.
b4b91155a966f0f48b9b85713fd8e230,jizx4424,2,My granddaughter loves this shirt! ♡ Im very happy with it!
b4b91155a966f0f48b9b85713fd8e230,dtsr4234,1,Such a cute shirt for my granddaughter. She really likes it!
e0055ca5b3b1e2413c655b629a5a8334,qven4314,0,"I havent figured out how to tie the dress up. There are two stings attached and if I close one side trying to wrap it, you no longer can see the other string, so theres no way to tie it. I like the dress alot, but I may have to return it."
e0055ca5b3b1e2413c655b629a5a8334,qebk4124,3,"Ive purchased several maxi dresses in the last few years and Ive been trying to determine best style for my body. Im 55; with a classic hourglass shape. The wrap aspect of this dress wraps perfectly at the high waist area to accentuate the smallest part of the torso. Mixed with that, the sleeves and the V neck, it is super flattering. My issue was sizing. I am a typical size 14. I purchased the XL thinking it would work, but my chest was very exposed. So I returned the XL for the XXL. I hope that helps when youre looking at sizing."
e0055ca5b3b1e2413c655b629a5a8334,ewyn4441,0,The dress is a wrap dress and if I sit down the dress opens all the way up. I cant wear the dress. I will be returning the item.
7c8a6ecbff5e3ae7e5cd0929d0bd8ff0,afor3341,2,Not only do the pants fit great but they are so easy to wash and throw in the dryer. They do not need ironed and they always look like they were were professional cleaned. Plan to buy more in the future. Thank you for a great product!
7c8a6ecbff5e3ae7e5cd0929d0bd8ff0,nupv4114,0,"Bought these for my husband for work. Good quality. I ordered navy and it has nice color saturation. These fit great. Normally when I order extended sizes for him the crotch on the pants are way too low...which is fine if the guy is short but my husband is average height. These have a perfect fit in the rise, and are cut so there is not too much extra bulk around the thighs (baggy), without pulling or being too snug. The fabric is a little stiff, but Im sure it will soften after a couple of washes."
7c8a6ecbff5e3ae7e5cd0929d0bd8ff0,shse1442,2,Nice and comfortable great value I got online with 30% off and free shipping..shop on line for great deals
7c8a6ecbff5e3ae7e5cd0929d0bd8ff0,okun1224,0,This is a stylish yet comfortable pant. My husband has fallen in love with these.
7c8a6ecbff5e3ae7e5cd0929d0bd8ff0,zyvu2342,1,I was extremely pleased with this product. Ive shopped several stores for the same style of pants for my husband who is on the larger size and have had to return those purchased pants 3 times. This was my last attempt at getting it right and it was perfect! The style was right and the sizing and fitting were perfect for him and his size. I will not go elsewhere for pants again for my husband. I will remember this brand and keep purchasing. I was also please with the price. Very affordable!
7c8a6ecbff5e3ae7e5cd0929d0bd8ff0,ttye3232,0,"My husband owns 2 pairs of these pants. He is very fussy about his pants and says these are very comfortable. I like them because they wash and wear so nicely. I hate to iron so I throw them in the dryer and they come out perfect. They keep there shape and color , even after constant washing, they still look brand new. Definitely a quality product and I would buy them again. We had many options for big and tall, but these Haggar are # 1.You cant beat the price either.These will always be our go to brand and style."
7c8a6ecbff5e3ae7e5cd0929d0bd8ff0,rfqf3243,5,I have purchased several pairs of these pants. The latest pairs have very shallow pockets. I have no idea if the manufacturer is trying to save cost but the pockets are way too shallow and allow items to fall out or the pockets. Before I would have highly recommended these pants. I wont buy more so I cant recommend them now. SorryIf the pockets went back to the original depth I would be back on board but I will have no way of knowing if they are ever changed back since I wont purchase them anymore.
7c8a6ecbff5e3ae7e5cd0929d0bd8ff0,qksd3441,0,"The pants were perfect in every way.Fit, style and sizing!"
56a317c5503b3ad54641c385ebae82e1,dxkv2421,1,"I was so excited to get my ottoman, I had measured and made sure I was ordering a ottoman with the right dimensions. I received it yesterday and it looked so small. I measured the put together ottoman and the measurements were totally off! The width was off by at least 3 inches and the depth was off by about 2, the hight was off by around 1 inch. So disappointing. How hard is it to put the right dimensions in? I was counting on this to work based on the dimensions. I will say that it is very nice looking and soft, it would be fine for someone with less chunky furniture or maybe to go with a chair. Sadly I will be contacting the company to send back."
e3b94be611fdcceb24c5b2b53f3f5b3f,xcvn2332,3,My stepdaughter really like these leggings. They are comfortable.
e3b94be611fdcceb24c5b2b53f3f5b3f,fiha2232,3,I love leggings but this gray leggings were not what I was looking for.
e3b94be611fdcceb24c5b2b53f3f5b3f,ggln3323,3,"Purchased these for my granddaughter. She loves them. Two weeks later I purchased the Arizona brand - she prefers the Arizona. But, she still loves this brand. High cotton content - very soft and warm."
e3b94be611fdcceb24c5b2b53f3f5b3f,jeph4124,0,"The leggings are so comfortable, its like your not wearing anything! I love how they fit and stay on. These are my favorite so far"
e3b94be611fdcceb24c5b2b53f3f5b3f,fdpr4343,0,"I basically bought these because I didnt want to spend a ton on leggings. Therefore, I decided to gives these a try. And they do get the job done. Just be careful when washing. Make sure you hand wash them. They last longer that way."
0a13579dbed9f7b4c72d5b77560ffc1b,vdpn3431,5,"I gave my son mine, so this is my replacement.... I LOVED THIS FRY PAN & SO DID MY SON, THATS WHY HE ASKED FOR IT WHEN HE STARTED HIS OWN COLLECTION FOR HIS APARTMENT...."
21fa3d1be8846c30f14f9af359a66135,fpjk1431,0,my 12 year old son is hard to fit off the rack. but i was so excited to find these and that the inseam and waist were perfect with the pick your size. he loves them and they fit great. want to order more for sure!!!
21fa3d1be8846c30f14f9af359a66135,gcwi4114,1,The jeans run smaller and shorter than size but is a good buy for the price.
21fa3d1be8846c30f14f9af359a66135,vgdv1233,1,"Good Jean for the price, color is spot on, and they wash well"
21fa3d1be8846c30f14f9af359a66135,mloe1243,1,"Finally, a place I can go and buy jeans with a 28 inch inseam in my waist size of 33. So tired of settling for 30 in inseam and stepping on the back of my pants. This has been a wonderful experience. Can I get dress pants with the same inseam?"
21fa3d1be8846c30f14f9af359a66135,palv2321,1,I noticed that these jeans are custom cut to fit the length and is carried in my waist size. This is a great value for a product that is impossible to find in my size in any local area stores within a 50 mile radius. They shipped in a timely manner and I have no issues with the quality of the product. It is heavy duty material and should last for quite a long time. I look forward to ordering more in the future.
21fa3d1be8846c30f14f9af359a66135,elzs1424,2,I went crazy looking for jeans for my dad at Christmas. I looked every where I could get the waist size but not the length. My mom always got them for him and she passed away before Christmas and didnt get to ask her where too get them. But I finally looked on computer at jc penney and I finally found them. Right size waist and length. And he loves his new jeans.
21fa3d1be8846c30f14f9af359a66135,ervc3441,1,"I BOUGHT 2 PAIR OF 42 WAIST X 28 INSEAMI CAN WEAR ONE PAIR FINE AND REALY LIKE THEMON THE OTHER PAIR THE WAIST IS SO SMALL I CAN NOT GET THEM BUTTONED. THE TAG SAYS IT IS THE SAME SIZE, BUT THEY ARE NOT.DO NOT KNOW WHAT TO DO, I DONT HAVE THE RECEIPT OR TAGS."
